,C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,Hom_Temp(K),CR(%),Anneal_Temp(K),Anneal_Time(h),Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,Liquidus,Solidus,AnnealT Specific heat,AnnealT Gibbs (BCC-FCC),AnnealT Gibbs (HCP-FCC),RoomT Specific heat,RoomT Gibbs (BCC-FCC),RoomT Gibbs (HCP-FCC),YS,UTS,Elongation,Density
295,0,0,0,25,25,25,0,25,0,0,0,0,0,0,0,-0.119217261,-0.039176117,-0.172046028,0.022310961,5.213916515,-0.011406117,1.5625,1.033452053,-0.011525651,-23.15415368,0.058987415,0.158125,7.75,4,3.935,87.4475,0.195069869,8.121875,-0.018428977,55.36813625,2.7592502,1.3875,0.025,61.25,4.193248542,4.35E-07,6.71E-07,68.2,40.71396157,1809.5,275.8653053,157.5,26.2995564,1.30E-05,6.90E-06,1574.07,1515.51,41.3533,4266.1,100334,25.5476,11311.58,19500.4,269,499,36.1,7.836960368
296,0,0,0,25,25,25,0,25,0,0,0,1173,0,0,0,-0.119217261,-0.039176117,-0.172046028,0.022310961,5.213916515,-0.011406117,1.5625,1.033452053,-0.011525651,-23.15415368,0.058987415,0.158125,7.75,4,3.935,87.4475,0.195069869,8.121875,-0.018428977,55.36813625,2.7592502,1.3875,0.025,61.25,4.193248542,4.35E-07,6.71E-07,68.2,40.71396157,1809.5,275.8653053,157.5,26.2995564,1.30E-05,6.90E-06,1574.07,1515.51,37.9861,8782.8,70173.2,25.5476,11311.58,19500.4,365,639,49.6,7.836960368
297,0,0,0,25,25,25,0,25,0,0,0,1373,0,0,0,-0.119217261,-0.039176117,-0.172046028,0.022310961,5.213916515,-0.011406117,1.5625,1.033452053,-0.011525651,-23.15415368,0.058987415,0.158125,7.75,4,3.935,87.4475,0.195069869,8.121875,-0.018428977,55.36813625,2.7592502,1.3875,0.025,61.25,4.193248542,4.35E-07,6.71E-07,68.2,40.71396157,1809.5,275.8653053,157.5,26.2995564,1.30E-05,6.90E-06,1574.07,1515.51,38.286,6101.8,87163.2,25.5476,11311.58,19500.4,398,702,60.2,7.836960368
298,0,0,0,25,0,25,25,25,0,0,0,1473,0,0,0,-0.115537978,-0.033684327,-0.155485703,0.01629686,5.752836761,0.006388041,1,1.024019943,-0.011525651,-43.39678913,0.041940973,0.11375,8.25,3.75,4.3025,87.4225,0.195309384,8.128125,-0.018471135,56.36692375,3.233921486,1.375,0.028867513,62.25,4.272001873,8.98E-08,3.00E-08,91.25,8.381527307,1871.75,208.2760588,172.5,9.574271078,1.08E-05,3.98E-06,1713.79,1709.85,37.0787,93819.6,93819.6,25.4146,5940.305818,19329.2,176,453,68.8,8.17504351
299,0,9.09,0,18.182,0,18.182,18.182,18.182,18.182,0,0,1273,80,0,0,-0.306800938,-0.213018448,-0.27341887,0.035656993,16.36744954,-0.001455479,1.933790247,1.076467519,-0.014697116,-11.55959721,0.068256268,0.183964567,9.18178,1.520233384,4.071825,74.2032034,0.356268485,14.21980827,-0.065039153,55.00109188,10.53374592,1.359092,0.045824461,65.63622,7.330630836,7.09E-08,4.19E-08,160.4538,132.2738928,1693.008504,380.6876314,157.819,32.50125653,1.29E-05,5.36E-06,1598.89,1262.18,46.1522,-17761,80404.8,27.8965,-6340.73609,22532.69386,1283,1357,8.3,7.621747492
300,0,9.09,0,18.182,0,18.182,18.182,18.182,18.182,0,0,1273,80,1173,0.16667,-0.306800938,-0.213018448,-0.27341887,0.035656993,16.36744954,-0.001455479,1.933790247,1.076467519,-0.014697116,-11.55959721,0.068256268,0.183964567,9.18178,1.520233384,4.071825,74.2032034,0.356268485,14.21980827,-0.065039153,55.00109188,10.53374592,1.359092,0.045824461,65.63622,7.330630836,7.09E-08,4.19E-08,160.4538,132.2738928,1693.008504,380.6876314,157.819,32.50125653,1.29E-05,5.36E-06,1598.89,1262.18,43.5489,-20733.86373,70796.33627,27.8965,-6340.73609,22532.69386,1019,1045,15.7,7.621747492
301,0,9.09,0,18.182,0,18.182,18.182,18.182,18.182,0,0,1273,80,1173,0.5,-0.306800938,-0.213018448,-0.27341887,0.035656993,16.36744954,-0.001455479,1.933790247,1.076467519,-0.014697116,-11.55959721,0.068256268,0.183964567,9.18178,1.520233384,4.071825,74.2032034,0.356268485,14.21980827,-0.065039153,55.00109188,10.53374592,1.359092,0.045824461,65.63622,7.330630836,7.09E-08,4.19E-08,160.4538,132.2738928,1693.008504,380.6876314,157.819,32.50125653,1.29E-05,5.36E-06,1598.89,1262.18,43.5489,-20733.86373,70796.33627,27.8965,-6340.73609,22532.69386,956,988,18.5,7.621747492
302,0,9.09,0,18.182,0,18.182,18.182,18.182,18.182,0,0,1273,80,1173,1,-0.306800938,-0.213018448,-0.27341887,0.035656993,16.36744954,-0.001455479,1.933790247,1.076467519,-0.014697116,-11.55959721,0.068256268,0.183964567,9.18178,1.520233384,4.071825,74.2032034,0.356268485,14.21980827,-0.065039153,55.00109188,10.53374592,1.359092,0.045824461,65.63622,7.330630836,7.09E-08,4.19E-08,160.4538,132.2738928,1693.008504,380.6876314,157.819,32.50125653,1.29E-05,5.36E-06,1598.89,1262.18,43.5489,-20733.86373,70796.33627,27.8965,-6340.73609,22532.69386,793,870,21.5,7.621747492
303,0,9.09,0,18.182,0,18.182,18.182,18.182,18.182,0,0,1273,80,1173,5,-0.306800938,-0.213018448,-0.27341887,0.035656993,16.36744954,-0.001455479,1.933790247,1.076467519,-0.014697116,-11.55959721,0.068256268,0.183964567,9.18178,1.520233384,4.071825,74.2032034,0.356268485,14.21980827,-0.065039153,55.00109188,10.53374592,1.359092,0.045824461,65.63622,7.330630836,7.09E-08,4.19E-08,160.4538,132.2738928,1693.008504,380.6876314,157.819,32.50125653,1.29E-05,5.36E-06,1598.89,1262.18,43.5489,-20733.86373,70796.33627,27.8965,-6340.73609,22532.69386,608,749,28.1,7.621747492
304,0,0,0,20,10,40,20,10,0,0,0,1473,70,873,0.5,-0.111206165,-0.032347655,-0.181683923,0.020504732,8.266242016,0.002826353,1.26,1.033588578,-0.012228302,-29.08425578,0.045728429,0.1215,7.9,2.72,4.146,86.389,0.177716671,6.9731,-0.015151375,55.8870035,2.790434097,1.385,0.02663568,61.3,3.411031389,2.29E-07,4.70E-07,80.68,29.68577783,1838.7,220.7175338,166,19.5904003,1.18E-05,5.18E-06,1673.05,1653.37,36.0501,44753.3,44753.3,25.061,2192.945654,19509.6,1060,1084,27.5,7.972467903
305,0,0,0,20,10,40,20,10,0,0,0,1473,70,973,0.5,-0.111206165,-0.032347655,-0.181683923,0.020504732,8.266242016,0.002826353,1.26,1.033588578,-0.012228302,-29.08425578,0.045728429,0.1215,7.9,2.72,4.146,86.389,0.177716671,6.9731,-0.015151375,55.8870035,2.790434097,1.385,0.02663568,61.3,3.411031389,2.29E-07,4.70E-07,80.68,29.68577783,1838.7,220.7175338,166,19.5904003,1.18E-05,5.18E-06,1673.05,1653.37,32.096,52484.2,52484.2,25.061,2192.945654,19509.6,589,865,69.1,7.972467903
306,0,0,0,20,10,40,20,10,0,0,0,1473,70,1073,0.5,-0.111206165,-0.032347655,-0.181683923,0.020504732,8.266242016,0.002826353,1.26,1.033588578,-0.012228302,-29.08425578,0.045728429,0.1215,7.9,2.72,4.146,86.389,0.177716671,6.9731,-0.015151375,55.8870035,2.790434097,1.385,0.02663568,61.3,3.411031389,2.29E-07,4.70E-07,80.68,29.68577783,1838.7,220.7175338,166,19.5904003,1.18E-05,5.18E-06,1673.05,1653.37,33.1081,60644.6,60644.6,25.061,2192.945654,19509.6,375,785,77.5,7.972467903
307,0.5,0,0,19.9,19.9,19.9,19.9,19.9,0,0,0,1473,86,1373,1,-0.163557284,-0.078284217,-0.20038513,0.035930583,4.779029414,-0.002380879,1.756573,1.347455607,-0.013575679,-10.5155754,0.060539641,0.16127955,8.03,5.145344,4.04272,87.07229,0.347899235,8.82259535,-0.030070597,55.86079576,4.498778709,1.3766,0.060107431,61.966,4.629069868,4.08E-07,9.69E-07,74.8872,38.22660604,1811.194,285.9674434,161.355,26.80702567,1.29E-05,5.97E-06,1587.78,1513.47,39.0324,90725.6,90725.6,27.0954,2826.641765,19330.2,225,655,38,8.005822671
308,0,2.44,0,24.39,0,24.39,24.39,24.39,0,0,0,0,0,0,0,-0.221224113,-0.13788874,-0.255947269,0.023847132,4.470149288,0.003415545,1.29696264,1.076656415,-0.012198052,-21.4495495,0.048009425,0.126596295,8.3659,5.04512028,4.280235,85.938187,0.224587293,9.184407423,-0.027441024,55.64992035,6.086406139,1.37195,0.035905956,62.6831,5.233194328,8.82E-08,3.14E-08,94.7575,26.71151371,1848.855968,263.0701303,170.1454,19.47316687,1.11E-05,4.46E-06,1698.2,1686.4,39.6199,116883,116883,26.6678,8462.065716,24311.8,199,531,60,7.983333907
309,0,2.44,0,24.39,0,24.39,24.39,24.39,0,0,0,0,63,1073,1,-0.221224113,-0.13788874,-0.255947269,0.023847132,4.470149288,0.003415545,1.29696264,1.076656415,-0.012198052,-21.4495495,0.048009425,0.126596295,8.3659,5.04512028,4.280235,85.938187,0.224587293,9.184407423,-0.027441024,55.64992035,6.086406139,1.37195,0.035905956,62.6831,5.233194328,8.82E-08,3.14E-08,94.7575,26.71151371,1848.855968,263.0701303,170.1454,19.47316687,1.11E-05,4.46E-06,1698.2,1686.4,32.5305,61796.4,61796.4,26.6678,8462.065716,24311.8,366,715,46,7.983333907
310,0,3.125,0,31.25,0,0,31.25,31.25,0,3.125,0,1473,80,0,0,-0.252417772,-0.165457427,-0.231840672,0.029627764,3.035945674,-0.006736573,1.740234375,1.076449119,-0.010866917,-12.37965594,0.055370897,0.140576172,8.40625,6.77734375,4.3596875,88.2528125,0.25175726,10.85303711,-0.034668703,56.84839027,11.00618754,1.365625,0.040598023,63,6.202492574,8.35E-08,3.63E-08,100.75,30.43398013,1893.420938,375.3567404,172.0625,26.04056073,1.07E-05,5.37E-06,1654.45,1632.13,36.9349,93760.9,93760.9,25.196,16121.65149,12050.31149,1367,1493,9.1,8.111059836
311,0,3.125,0,31.25,0,0,31.25,31.25,0,3.125,0,1473,80,998,1,-0.252417772,-0.165457427,-0.231840672,0.029627764,3.035945674,-0.006736573,1.740234375,1.076449119,-0.010866917,-12.37965594,0.055370897,0.140576172,8.40625,6.77734375,4.3596875,88.2528125,0.25175726,10.85303711,-0.034668703,56.84839027,11.00618754,1.365625,0.040598023,63,6.202492574,8.35E-08,3.63E-08,100.75,30.43398013,1893.420938,375.3567404,172.0625,26.04056073,1.07E-05,5.37E-06,1654.45,1632.13,37.2507,55154.4,55154.4,25.196,16121.65149,12050.31149,1101,1307,22.1,8.111059836
312,0,3.125,0,31.25,0,0,31.25,31.25,0,3.125,0,1473,80,1023,1,-0.252417772,-0.165457427,-0.231840672,0.029627764,3.035945674,-0.006736573,1.740234375,1.076449119,-0.010866917,-12.37965594,0.055370897,0.140576172,8.40625,6.77734375,4.3596875,88.2528125,0.25175726,10.85303711,-0.034668703,56.84839027,11.00618754,1.365625,0.040598023,63,6.202492574,8.35E-08,3.63E-08,100.75,30.43398013,1893.420938,375.3567404,172.0625,26.04056073,1.07E-05,5.37E-06,1654.45,1632.13,37.4455,56855.1,56855.1,25.196,16121.65149,12050.31149,842,1201,38,8.111059836
313,0,3.125,0,31.25,0,0,31.25,31.25,0,3.125,0,1473,80,1073,1,-0.252417772,-0.165457427,-0.231840672,0.029627764,3.035945674,-0.006736573,1.740234375,1.076449119,-0.010866917,-12.37965594,0.055370897,0.140576172,8.40625,6.77734375,4.3596875,88.2528125,0.25175726,10.85303711,-0.034668703,56.84839027,11.00618754,1.365625,0.040598023,63,6.202492574,8.35E-08,3.63E-08,100.75,30.43398013,1893.420938,375.3567404,172.0625,26.04056073,1.07E-05,5.37E-06,1654.45,1632.13,37.8138,60332,60332,25.196,16121.65149,12050.31149,757,1170,46.1,8.111059836
314,0,3.125,0,31.25,0,0,31.25,31.25,0,3.125,0,1473,80,1173,1,-0.252417772,-0.165457427,-0.231840672,0.029627764,3.035945674,-0.006736573,1.740234375,1.076449119,-0.010866917,-12.37965594,0.055370897,0.140576172,8.40625,6.77734375,4.3596875,88.2528125,0.25175726,10.85303711,-0.034668703,56.84839027,11.00618754,1.365625,0.040598023,63,6.202492574,8.35E-08,3.63E-08,100.75,30.43398013,1893.420938,375.3567404,172.0625,26.04056073,1.07E-05,5.37E-06,1654.45,1632.13,33.3399,68062,68062,25.196,16121.65149,12050.31149,661,1048,48,8.111059836
315,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,90,1073,1,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,36.8142,-21504.7,62463.4,26.494,2453.054329,26517.7,860,1050,48,7.638992323
316,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,90,1173,1,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.1839,-19380.4,71669.4,26.494,2453.054329,26517.7,690,930,51,7.638992323
317,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,90,1273,1,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,37.7018,-17046.4,81058.4,26.494,2453.054329,26517.7,550,800,64,7.638992323
318,0,6.96,0,23.26,0,23.26,23.26,23.26,0,0,0,1373,90,1373,1,-0.417046359,-0.312811423,-0.388167588,0.032872552,3.190340554,-0.002093732,1.80460384,1.076514548,-0.012823608,-11.86706633,0.057104357,0.14832902,8.5806,7.26102768,4.23899,83.188558,0.271703996,10.97532357,-0.042097529,54.32170094,9.009708425,1.3663,0.045232705,63.4854,6.52317347,8.54E-08,3.36E-08,101.255,42.20485754,1806.445712,334.7780428,165.7836,29.26586,1.16E-05,5.18E-06,1665.03,1635.29,38.125,-14553.2,90591.8,26.494,2453.054329,26517.7,260,620,87,7.638992323
319,0,16.67,0,16.67,0,33.33,0,33.33,0,0,0,0,0,0,0,-0.537584312,-0.415513463,-0.448738981,0.044233748,1.689836122,0.000825112,2.63921108,1.076229788,-0.011055189,-5.650132935,0.071418264,0.184735442,9.1667,11.11228876,4.154959,76.071224,0.346195938,13.23602524,-0.062569156,51.34122107,13.09064112,1.35833,0.062791121,65.5003,8.694055307,8.30E-08,3.69E-08,111.8386,65.13608663,1698.564149,441.4053266,155.9962,42.86171991,1.31E-05,6.28E-06,1573.49,1566.32,41.3927,-16839,107660,25.9449,27000.34888,50379.6,780,1228,17,6.908328839
320,0,16.665,0,16.665,0,16.67,16.67,33.33,0,0,0,0,0,0,0,-0.672549429,-0.532174056,-0.492930575,0.044230023,1.829139243,0.000832023,2.638744433,1.076230012,-0.012975938,-6.6329152,0.073453607,0.189435222,9.33325,11.99896666,4.1733495,75.2220415,0.348623997,13.09159897,-0.062764179,51.8576588,12.91335015,1.3500025,0.056692849,65.99965,8.123688921,7.63E-08,3.55E-08,115.16415,61.13441856,1691.421476,423.2398489,157.6684,42.23043265,1.33E-05,6.02E-06,1701.87,1600.53,44.4435,-11856,113835,27.9222,11884.0141,44088.33502,545,1074,16.7,7.044327711
321,0,16.39,0,16.39,0,16.39,16.39,34.44,0,0,0,0,0,0,0,-0.66389962,-0.525162826,-0.487966043,0.04396841,1.82908524,0.001214691,2.60914049,1.076239994,-0.012909692,-6.677814971,0.073245007,0.188430913,9.3444,11.94227848,4.17776,75.218817,0.345750023,12.92793325,-0.06186747,51.97058809,12.87637219,1.35,0.056361512,66.0166,8.077604327,7.63E-08,3.52E-08,114.7655,60.87913485,1692.019033,420.8088104,158.0374,42.10928381,1.33E-05,5.98E-06,1690.52,1599.74,43.7663,-12068,113973,27.8286,11956.81788,43643.06028,545,1050,17.6,7.071927319
322,0,16.13,0,16.13,0,16.13,16.13,35.48,0,0,0,0,0,0,0,-0.655424797,-0.518275861,-0.483102012,0.043716962,1.829297438,0.001576451,2.58075161,1.076249455,-0.012843506,-6.720222068,0.073031492,0.187412857,9.3548,11.88368072,4.18192,75.216139,0.343009013,12.77165641,-0.061015537,52.07723428,12.8417793,1.35,0.056053718,66.0322,8.034712082,7.62E-08,3.51E-08,114.3885,60.64115522,1692.589811,418.5420968,158.3858,41.99591318,1.33E-05,5.95E-06,1679.74,1599.04,43.2064,-12203,114199,27.7516,12171.22142,43299.62229,545,1124,20.3,7.098066459
323,0,12.28,0,17.54,0,35.1,17.54,17.54,0,0,0,0,0,0,0,-0.56724971,-0.438686087,-0.4816861,0.04050951,2.59204733,-0.005464535,2.27133184,1.07640504,-0.012811634,-7.807114642,0.062726097,0.16025074,8.7894,8.62921712,4.186494,78.91579,0.308506248,11.86652729,-0.052334275,52.66674864,11.27984654,1.36404,0.055228407,64.2102,7.624151314,8.38E-08,3.49E-08,106.927,55.27651168,1745.861516,387.8381385,160.2108,36.79766968,1.25E-05,5.62E-06,1747.7,1654.79,46.5851,-121677,0,33.4669,17089.10719,43628.40012,866,1223,7.9,7.204224804
324,0,0,0,15,0,20,35,20,0,10,0,1473,0,0,0,-0.142565378,-0.056797193,-0.155980905,0.033340246,6.454014103,-0.000360723,1.8075,1.067000185,-0.012687492,-11.41400781,0.041403294,0.110575,8.25,3.82,4.5775,87.146,0.195068352,8.0237,-0.017105626,60.92771325,13.62953548,1.3775,0.038241578,62.15,4.266835168,8.00E-08,2.86E-08,97.2,17.92723127,1943.2,400.4813444,180,20.76951008,1.08E-05,3.97E-06,1671.31,1656.48,36.0362,94722.5,94722.5,25.3636,4935.243576,19387.6,350,720,21.9,8.589837163
325,0,0,0,15,0,20,35,20,0,10,0,1473,70,1123,0.16667,-0.142565378,-0.056797193,-0.155980905,0.033340246,6.454014103,-0.000360723,1.8075,1.067000185,-0.012687492,-11.41400781,0.041403294,0.110575,8.25,3.82,4.5775,87.146,0.195068352,8.0237,-0.017105626,60.92771325,13.62953548,1.3775,0.038241578,62.15,4.266835168,8.00E-08,2.86E-08,97.2,17.92723127,1943.2,400.4813444,180,20.76951008,1.08E-05,3.97E-06,1671.31,1656.48,37.6784,63995.9,63995.9,25.3636,4935.243576,19387.6,1212,1360,14.9,8.589837163
326,0,0,0,15,0,20,35,20,0,10,0,1473,70,1173,0.16667,-0.142565378,-0.056797193,-0.155980905,0.033340246,6.454014103,-0.000360723,1.8075,1.067000185,-0.012687492,-11.41400781,0.041403294,0.110575,8.25,3.82,4.5775,87.146,0.195068352,8.0237,-0.017105626,60.92771325,13.62953548,1.3775,0.038241578,62.15,4.266835168,8.00E-08,2.86E-08,97.2,17.92723127,1943.2,400.4813444,180,20.76951008,1.08E-05,3.97E-06,1671.31,1656.48,38.5183,68135.1,68135.1,25.3636,4935.243576,19387.6,1028,1249,18.3,8.589837163
327,0,0,0,15,0,20,35,20,0,10,0,1473,70,1273,0.16667,-0.142565378,-0.056797193,-0.155980905,0.033340246,6.454014103,-0.000360723,1.8075,1.067000185,-0.012687492,-11.41400781,0.041403294,0.110575,8.25,3.82,4.5775,87.146,0.195068352,8.0237,-0.017105626,60.92771325,13.62953548,1.3775,0.038241578,62.15,4.266835168,8.00E-08,2.86E-08,97.2,17.92723127,1943.2,400.4813444,180,20.76951008,1.08E-05,3.97E-06,1671.31,1656.48,33.9711,76596.3,76596.3,25.3636,4935.243576,19387.6,879,1194,25.4,8.589837163
328,0,0,0,25,0,25,25,25,0,0,0,0,0,0,0,-0.115537978,-0.033684327,-0.155485703,0.01629686,5.752836761,0.006388041,1,1.024019943,-0.011525651,-43.39678913,0.041940973,0.11375,8.25,3.75,4.3025,87.4225,0.195309384,8.128125,-0.018471135,56.36692375,3.233921486,1.375,0.028867513,62.25,4.272001873,8.98E-08,3.00E-08,91.25,8.381527307,1871.75,208.2760588,172.5,9.574271078,1.08E-05,3.98E-06,1713.79,1709.85,40.1259,116308,116308,25.4146,5940.305818,19329.2,155,472,58.9,8.17504351
329,0,0,0,24.39,0,24.39,24.39,24.39,0,2.44,0,0,0,0,0,-0.127460195,-0.044662559,-0.162333588,0.022117416,5.928652898,0.003446465,1.24935336,1.067103411,-0.012198052,-24.93570837,0.042667607,0.115884207,8.1951,3.90249756,4.363927,88.114911,0.197740653,8.42253992,-0.018735782,57.33250681,7.681585943,1.37683,0.031250881,62.0975,4.331051568,8.89E-08,3.00E-08,92.4151,11.78066827,1896.7417,272.910937,173.903,13.8363502,1.06E-05,4.04E-06,1698.68,1688.1,39.6769,114714,114714,25.4175,5790.873481,19387.6,199,479,51.1,8.242599888
330,0,0,0,23.81,0,23.81,23.81,23.81,0,4.76,0,0,0,0,0,-0.138958156,-0.054235266,-0.166108295,0.02625077,5.980245801,0.000647122,1.47374376,1.067048434,-0.012568222,-18.23852709,0.043298105,0.117685687,8.1429,4.03617596,4.422333,88.773269,0.199662921,8.679616684,-0.018985244,58.25060218,10.08834578,1.37857,0.033209054,61.9525,4.38241122,8.81E-08,3.00E-08,93.5229,14.11233827,1920.5043,319.1843745,175.237,16.71353304,1.05E-05,4.09E-06,1685.19,1671.3,39.2952,113053,113053,25.3946,5835.830215,19387.6,255,590,55.1,8.305750453
331,0,0,0,23.26,0,23.26,23.26,23.26,0,6.96,0,0,0,0,0,-0.149510276,-0.06240542,-0.167730486,0.029452041,6.00006508,-0.002009621,1.67509216,1.066996405,-0.012823608,-14.78357384,0.043843553,0.119188892,8.0934,4.15274736,4.477718,89.397574,0.20115878,8.902812916,-0.019215136,59.12120986,11.81494408,1.38022,0.034849052,61.815,4.427330401,8.73E-08,3.01E-08,94.5734,15.89165264,1943.0378,355.1140572,176.502,18.89621406,1.04E-05,4.14E-06,1673.31,1658.31,38.9783,111642,111642,25.3729,5891.168296,19387.6,305,710,49.3,8.364682947
332,0,0,0,23.26,0,23.26,23.26,23.26,0,6.96,0,0,60,1123,1,-0.149510276,-0.06240542,-0.167730486,0.029452041,6.00006508,-0.002009621,1.67509216,1.066996405,-0.012823608,-14.78357384,0.043843553,0.119188892,8.0934,4.15274736,4.477718,89.397574,0.20115878,8.902812916,-0.019215136,59.12120986,11.81494408,1.38022,0.034849052,61.815,4.427330401,8.73E-08,3.01E-08,94.5734,15.89165264,1943.0378,355.1140572,176.502,18.89621406,1.04E-05,4.14E-06,1673.31,1658.31,35.5272,63618.1,63618.1,25.3729,5891.168296,19387.6,816,1187,18.9,8.364682947
333,0,0,0,23.26,0,23.26,23.26,23.26,0,6.96,0,0,60,1173,5,-0.149510276,-0.06240542,-0.167730486,0.029452041,6.00006508,-0.002009621,1.67509216,1.066996405,-0.012823608,-14.78357384,0.043843553,0.119188892,8.0934,4.15274736,4.477718,89.397574,0.20115878,8.902812916,-0.019215136,59.12120986,11.81494408,1.38022,0.034849052,61.815,4.427330401,8.73E-08,3.01E-08,94.5734,15.89165264,1943.0378,355.1140572,176.502,18.89621406,1.04E-05,4.14E-06,1673.31,1658.31,36.0131,67727.5,67727.5,25.3729,5891.168296,19387.6,647,1042,32.5,8.364682947
334,0,8,0,17,0,17,17,33,8,0,0,0,0,0,0,-0.353189158,-0.254394637,-0.310507467,0.033895313,4.700257469,0.000904277,1.784,1.076507897,-0.013914919,-12.11159657,0.065342576,0.171798,9.13,5.1292,4.1865,77.1929,0.305802373,11.836493,-0.050933105,54.96265524,9.89018371,1.359,0.044520351,65.21,6.833571603,7.61E-08,3.66E-08,127.41,100.576546,1732.5692,351.1724863,163.38,31.83093128,1.26E-05,5.08E-06,1625.92,1349.13,37.1322,-17512.5,91165.5,26.7321,3936.672101,27707.95401,357,459,9,7.728374392
335,0,8,0,17,0,17,17,33,8,0,0,1423,0,0,0,-0.353189158,-0.254394637,-0.310507467,0.033895313,4.700257469,0.000904277,1.784,1.076507897,-0.013914919,-12.11159657,0.065342576,0.171798,9.13,5.1292,4.1865,77.1929,0.305802373,11.836493,-0.050933105,54.96265524,9.89018371,1.359,0.044520351,65.21,6.833571603,7.61E-08,3.66E-08,127.41,100.576546,1732.5692,351.1724863,163.38,31.83093128,1.26E-05,5.08E-06,1625.92,1349.13,39.6232,97938.5,97938.5,26.7321,3936.672101,27707.95401,215,489,39,7.728374392
336,0,0,0,10,30,50,10,0,0,0,0,1473,0,0,0,-0.030350449,0.035824945,-0.151766902,0.025322092,18.53935229,-0.004309323,1.62,1.03351308,-0.0097131,-15.14811952,0.049481287,0.1245,7.6,0.92,3.865,83.028,0.138161537,4.3752,-0.008396518,55.496843,2.000255793,1.395,0.01875,60.6,2.031009601,5.01E-07,7.69E-07,61.74,44.89613708,1756,238.3379953,155,29.18154382,1.42E-05,6.68E-06,1630.7,1605.53,38.4085,94627.3,94627.3,27.858,-12774.4,0,250,730,50,7.772665266
337,0,0,0,10,30,50,10,0,0,0,0,1473,60,1173,0.0833,-0.030350449,0.035824945,-0.151766902,0.025322092,18.53935229,-0.004309323,1.62,1.03351308,-0.0097131,-15.14811952,0.049481287,0.1245,7.6,0.92,3.865,83.028,0.138161537,4.3752,-0.008396518,55.496843,2.000255793,1.395,0.01875,60.6,2.031009601,5.01E-07,7.69E-07,61.74,44.89613708,1756,238.3379953,155,29.18154382,1.42E-05,6.68E-06,1630.7,1605.53,35.1902,67853.7,67853.7,27.858,-12774.4,0,330,870,75,7.772665266
338,0,0,0,10,30,50,10,0,0,0,0,1473,60,1173,0.5,-0.030350449,0.035824945,-0.151766902,0.025322092,18.53935229,-0.004309323,1.62,1.03351308,-0.0097131,-15.14811952,0.049481287,0.1245,7.6,0.92,3.865,83.028,0.138161537,4.3752,-0.008396518,55.496843,2.000255793,1.395,0.01875,60.6,2.031009601,5.01E-07,7.69E-07,61.74,44.89613708,1756,238.3379953,155,29.18154382,1.42E-05,6.68E-06,1630.7,1605.53,35.1902,67853.7,67853.7,27.858,-12774.4,0,280,800,65,7.772665266
