,Al,Co,Cr,Cu,Fe,Mg,Mn,Ni,Si,Ti,V,Zn,Processing,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,YS,UTS,Elongation,Density
492,96.20849935,0,0,1.924410571,0,0.57175195,0.404715709,0,0.890622423,0,0,0,Solutionised + Naturally aged,-0.012645484,0.023072776,-0.006349964,0.027599188,1.502760639,0.026021995,0.693836655,1.247954548,-0.001721691,-2.260282467,0.019695794,0.014260548,12.88324234,1.089153292,3.39031702,27.21311533,0.157373917,0.711293519,-0.007911583,27.79286217,19.56484707,1.252624931,0.106259927,79.76961246,6.68294349,8.94E-06,0.00034561,236.069919,105.867666,950.6562467,360.7083859,77.4462036,35.89192749,2.27E-05,8.78E-06,289.579794,427.474934,20,2.786286365
493,97.78252202,0,0.101794801,0.11746439,0.170116111,1.116775953,0.037055233,0,0.579870211,0.042529135,0,0.051872147,Solutionised + Naturally aged,0.005400363,0.039946019,0.008127716,0.022938993,1.500963391,0.023742132,0.447911635,1.247623607,-0.001146717,-2.179251868,0.022608406,0.013441467,12.85840249,0.719296339,3.377937737,26.79948356,0.152769798,0.412458627,-0.005878975,27.11473901,10.6276597,1.252618725,0.144918004,79.8638675,7.435441898,5.83E-06,0.000363229,233.2217007,74.10143373,941.5032529,398.000441,76.14121268,31.11638684,2.28E-05,1.12E-05,119,209,20.35,2.699513449
494,97.78252202,0,0.101794801,0.11746439,0.170116111,1.116775953,0.037055233,0,0.579870211,0.042529135,0,0.051872147,Solutionised + Naturally aged,0.005400363,0.039946019,0.008127716,0.022938993,1.500963391,0.023742132,0.447911635,1.247623607,-0.001146717,-2.179251868,0.022608406,0.013441467,12.85840249,0.719296339,3.377937737,26.79948356,0.152769798,0.412458627,-0.005878975,27.11473901,10.6276597,1.252618725,0.144918004,79.8638675,7.435441898,5.83E-06,0.000363229,233.2217007,74.10143373,941.5032529,398.000441,76.14121268,31.11638684,2.28E-05,1.12E-05,119,209,20.35,2.699513449
495,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Artificial aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,144.789897,186.158439,12,2.686030228
496,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Artificial aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,144.789897,186.158439,12,2.686030228
497,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Artificial aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,145,185,12,2.686030228
498,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Artificial aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,145,185,12,2.686030228
499,98.65846281,0,0.026000665,0.021274875,0.084730346,0.750919709,0.024608324,0,0.385090821,0.028243533,0,0.020668917,Artificial aged,0.004862161,0.039108233,0.006415099,0.018396094,1.515106904,0.023717908,0.282628394,1.247603321,-0.000727568,-2.149921198,0.018079615,0.008483369,12.91054258,0.450354581,3.381492866,26.66328377,0.097243273,0.21085282,-0.002656547,27.02515123,8.298523141,1.251586981,0.149552247,79.92897024,6.872894637,3.88E-06,0.000379897,233.8367558,69.47175431,937.829945,370.3875272,75.99392996,27.72995091,2.29E-05,1.15E-05,119,162.5,9.75,2.693485496
500,98.51532793,0,0.026015786,0.021287247,0.084779645,0.556560467,0.024622635,0,0.722465396,0.028259958,0,0.020680937,Artificial aged,0.013655322,0.048045619,0.015294489,0.021590726,1.080693949,0.024550926,0.34947582,1.247703799,-0.000792328,-1.699693685,0.017684615,0.008709583,12.93528964,0.689464649,3.389330755,26.72560769,0.099910541,0.236863229,-0.002830945,27.03411242,7.870971627,1.250595188,0.136934931,79.95942215,6.517707722,7.25E-06,0.000494004,233.6955982,69.36529217,940.3934066,433.9226706,76.13522943,26.41183952,2.29E-05,1.24E-05,260,281.5,12.2,2.694600728
501,98.29012674,0,0.07822729,0.06400897,0.084975041,0.613627491,0.123396968,0,0.675855162,0.02832509,0,0.041457244,Artificial aged,0.008987913,0.043472815,0.011050381,0.021589192,1.163077166,0.024536263,0.366855954,1.247700949,-0.00093198,-1.999556722,0.018317782,0.009503399,12.91788707,0.754347945,3.387207968,26.82081818,0.139212136,0.341833086,-0.004875163,27.0964196,10.58959372,1.251098138,0.134939272,79.91702862,7.61826203,6.79E-06,0.000445519,233.4405395,79.98213558,941.3990092,438.2457282,76.21997186,28.83721666,2.28E-05,1.17E-05,216.5,276,9.75,2.701930321
502,97.99737896,0,0.026051365,0.042632719,0.121279426,0.473723198,0.049312616,0,1.205755364,0.042447909,0,0.04141844,Artificial aged,0.024689946,0.059211673,0.026417961,0.026286581,0.877195623,0.025538367,0.491915902,1.247829528,-0.00101705,-1.471886248,0.019173145,0.010908441,12.94401463,1.095308821,3.396895445,26.83712984,0.115993844,0.331171598,-0.003860301,27.07784826,8.665821354,1.249818355,0.126274616,79.9708528,6.55511424,1.21E-05,0.000549273,233.2153578,72.35463983,944.6927344,471.0493642,76.33934328,26.2202396,2.28E-05,1.27E-05,185,221,13.2,2.697824062
504,80.90029611,0,0,0.107411342,0.122223318,1.067152127,0.149089277,0,17.49801158,0.114075437,0,0.041740807,Artificial aged,0.398564381,0.438298103,0.406408486,0.088690442,0.43669361,-0.004130689,4.70894548,1.251415545,-0.004665378,-0.593107153,0.049149629,0.081676897,13.02970464,11.41694597,3.588221262,28.97119567,0.199653931,2.150090771,-0.015587879,27.30224426,3.953635355,1.227148105,0.115283192,80.70381515,4.535235598,0.000175005,0.000677193,218.6844063,63.03920388,1068.661045,516.2969079,80.15421684,18.96414391,1.93E-05,1.40E-05,125,139,1,2.62700603
505,80.58347382,0,0,0.107596305,0.293841088,1.181515005,0.149346009,0,17.52814321,0.114271875,0,0.041812685,Artificial aged,0.396239906,0.436012867,0.404096711,0.08900054,0.445493087,-0.003957821,4.753868182,1.251426681,-0.004795721,-0.605436597,0.049993989,0.083557404,13.00880646,11.52267725,3.587972135,29.05905961,0.213153258,2.248682688,-0.016997107,27.34925856,4.450268971,1.227647244,0.116274628,80.66458062,4.749868164,0.000175306,0.000672357,218.3062547,63.48064149,1070.385986,515.3865023,80.28760127,20.04917698,1.93E-05,1.40E-05,153,167,1,2.631481723
506,80.22748057,0,0,0.107935586,0.589535297,1.185240644,0.149816938,0,17.58341423,0.114632206,0,0.041944532,Artificial aged,0.393408951,0.43309072,0.400758205,0.089232674,0.453161352,-0.003388247,4.795737469,1.251473746,-0.00493315,-0.619550263,0.050691364,0.085380256,12.99409679,11.68516753,3.591220256,29.22876503,0.2333847,2.400579732,-0.019155064,27.43549877,5.183113601,1.228018857,0.116586162,80.61067218,5.073130728,0.000175859,0.00066747,217.7967094,64.35390932,1073.404589,516.2784349,80.57821102,21.65058532,1.92E-05,1.39E-05,229,264,1,2.641644668
507,76.81033331,0,0,0.107564496,0.122397591,1.237411692,0.149301857,0,21.41695264,0.114238092,0,0.041800324,Artificial aged,0.490785702,0.532097361,0.500699884,0.096713449,0.428842777,0.005496387,5.478821638,1.252290908,-0.005182093,-0.554027636,0.052909388,0.094796258,13.05012617,13.27028324,3.633617798,29.47069458,0.208486833,2.474831382,-0.017423915,27.34117426,3.691653867,1.2216963,0.115941174,80.88770902,4.462325116,0.000214194,0.000679964,215.2246472,62.43842344,1098.178955,517.0561539,81.04240314,18.84569255,1.85E-05,1.41E-05,139,139,0.5,2.608781396
508,76.5960753,0,0,0.107762033,0.294293683,1.239684138,0.149576043,0,21.45628383,0.114447885,0,0.041877088,Artificial aged,0.489168245,0.530510468,0.498984372,0.096832436,0.433846747,0.005844618,5.501678165,1.252320132,-0.005272317,-0.562289251,0.053269712,0.09580422,13.04163459,13.36758478,3.635592664,29.57027922,0.220289565,2.562041755,-0.018616181,27.39138476,4.162811407,1.221901877,0.116162538,80.85672006,4.649652388,0.000214587,0.000677529,214.9222745,62.88164245,1099.987628,517.3715045,81.21302644,19.73521628,1.85E-05,1.40E-05,160,160,0.5,2.614598466
509,76.28862372,0,0,0.10804549,0.540957622,1.242945007,0.149969488,0,21.5127225,0.114748929,0,0.041987242,Artificial aged,0.487044406,0.528322546,0.496431627,0.097001688,0.439761752,0.006344314,5.534225997,1.252362088,-0.005387125,-0.572530338,0.053778169,0.097240609,13.02944829,13.50675476,3.638426637,29.71318204,0.235860772,2.686549755,-0.020302311,27.46343451,4.74436272,1.22219686,0.116475601,80.81225272,4.900144919,0.000215151,0.000674114,214.4883431,63.49495832,1102.583229,517.8033909,81.45786689,20.91599868,1.84E-05,1.39E-05,236,236,0.5,2.622953712
510,98.96495859,0,0,0,0,0.554865015,0,0,0.480176397,0,0,0,Solutionised  + Artificially peak aged,0.001116501,0.035268402,0.002185859,0.018247419,1.236844643,0.024020989,0.25297908,1.247635244,-0.000538356,-1.616838588,0.015652977,0.006527746,12.94376663,0.407857035,3.385522722,26.60188108,0.042887632,0.113721983,-0.000873332,26.97198839,1.488530244,1.250666898,0.148735159,79.98516826,4.366993755,4.83E-06,0.00048233,234.175702,56.35163026,937.0301744,363.5289736,75.94323411,19.85206395,2.29E-05,1.25E-05,193.053196,220.632224,15,2.688572223
511,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Solutionised  + Artificially peak aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,213.737467,241.316495,12,2.686030228
512,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Solutionised  + Artificially peak aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,215,240,12,2.686030228
513,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Solutionised  + Artificially peak aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,215,240,12,2.686030228
514,98.83934901,0,0,0,0,0.776609521,0,0,0.384041474,0,0,0,Solutionised  + Artificially peak aged,0.000532368,0.034606382,0.001622002,0.018068776,1.557488522,0.023551933,0.265005594,1.247584196,-0.000587198,-1.7985678,0.017371466,0.007692175,12.91841327,0.352993229,3.380161836,26.56878187,0.043312521,0.121393668,-0.000938418,26.96499199,1.615595232,1.251365464,0.157403596,79.96483933,4.545641821,3.87E-06,0.0004078,234.0911072,55.40178167,936.2825545,307.3906621,75.85142067,20.48526463,2.29E-05,1.20E-05,234.421738,241.316495,12,2.686030228
515,98.85411173,0,0,0,0,0.665764728,0,0,0.480123543,0,0,0,Solutionised  + Artificially peak aged,0.000965035,0.035116928,0.002126715,0.018789815,1.316086162,0.023866413,0.273777049,1.247620276,-0.000585258,-1.657687061,0.016742378,0.007349089,12.93156708,0.416688246,3.383437155,26.59163818,0.04443476,0.123826401,-0.0009533,26.96901953,1.532960598,1.250944227,0.151759087,79.97740265,4.429429601,4.83E-06,0.00045859,234.0925708,56.02660848,937.0181732,345.6487567,75.9088426,20.07421295,2.29E-05,1.23E-05,195,220,15,2.687088401
516,98.93861807,0,0,0.106244796,0,0.666670906,0,0,0.288466226,0,0,0,Solutionised  + Artificially peak aged,0.000264226,0.034333855,0.001362547,0.016504876,1.918974395,0.023620615,0.230817451,1.247589302,-0.000566242,-2.078629918,0.016031892,0.006668667,12.92742594,0.276197563,3.381149807,26.58606852,0.044998341,0.11851497,-0.000956902,27.00572736,8.357704021,1.251340224,0.152593456,79.95925672,4.699406753,2.91E-06,0.000369545,234.4301048,64.25030673,936.0246754,294.2399542,75.93056062,24.27935931,2.29E-05,1.13E-05,227.526981,268.895523,13,2.692619064
517,98.76367989,0,0,0.042508772,0.036278034,0.750196532,0.012292312,0,0.384719958,0,0,0.010324506,Solutionised  + Artificially peak aged,0.004840201,0.038933941,0.00598512,0.018224221,1.621730033,0.023661458,0.273548234,1.247597407,-0.00065357,-1.967861061,0.017509026,0.007909746,12.91782069,0.377552641,3.380763816,26.60634857,0.063582728,0.153994917,-0.001495099,26.99912459,6.931466483,1.251424101,0.152471992,79.95355726,5.231580853,3.87E-06,0.000395477,234.0844478,62.96981864,936.8362642,324.3677892,75.92586784,24.4172793,2.29E-05,1.16E-05,173.5,200.5,12.2,2.690432339
518,98.82203017,0,0.013015285,0.021299344,0.096946007,0.529032366,0.024636627,0,0.433725147,0.028276017,0,0.031039034,Solutionised  + Artificially peak aged,0.006185633,0.040477933,0.00763703,0.017959173,1.321638803,0.024109444,0.256571764,1.247644395,-0.000661751,-2.051737695,0.016290648,0.007122822,12.93562593,0.469731485,3.386072757,26.68628453,0.091331711,0.193066916,-0.002398125,27.0359133,9.223382253,1.250968642,0.141681847,79.94716787,6.97974066,4.36E-06,0.000429831,233.9491883,72.04615787,938.1406076,404.1761762,76.07437935,28.32250899,2.29E-05,1.17E-05,162.5,206,9.75,2.696696903
519,98.7063284,0,0,0.011053597,0.08707765,0.611343859,0.034422573,0.002301438,0.529052802,0.010159089,0,0.008260588,Solutionised  + Artificially peak aged,0.009609407,0.043880387,0.011015934,0.019519528,1.237580098,0.024136912,0.297575056,1.24765188,-0.000694972,-1.824017423,0.017326375,0.008002216,12.93033639,0.527025095,3.385695219,26.67344416,0.084088168,0.19528332,-0.002232532,27.01584089,7.338425712,1.250953885,0.144045339,79.95576926,6.181210317,5.32E-06,0.000453031,233.862404,68.18242601,938.5059048,390.5200214,76.04688124,26.57150331,2.29E-05,1.20E-05,269.2,289.9,12.1,2.693099804
520,98.7063284,0,0,0.011053597,0.08707765,0.611343859,0.034422573,0.002301438,0.529052802,0.010159089,0,0.008260588,Solutionised  + Artificially peak aged,0.009609407,0.043880387,0.011015934,0.019519528,1.237580098,0.024136912,0.297575056,1.24765188,-0.000694972,-1.824017423,0.017326375,0.008002216,12.93033639,0.527025095,3.385695219,26.67344416,0.084088168,0.19528332,-0.002232532,27.01584089,7.338425712,1.250953885,0.144045339,79.95576926,6.181210317,5.32E-06,0.000453031,233.862404,68.18242601,938.5059048,390.5200214,76.04688124,26.57150331,2.29E-05,1.20E-05,229.5,252.3,13.3,2.693099804
521,98.7063284,0,0,0.011053597,0.08707765,0.611343859,0.034422573,0.002301438,0.529052802,0.010159089,0,0.008260588,Solutionised  + Artificially peak aged,0.009609407,0.043880387,0.011015934,0.019519528,1.237580098,0.024136912,0.297575056,1.24765188,-0.000694972,-1.824017423,0.017326375,0.008002216,12.93033639,0.527025095,3.385695219,26.67344416,0.084088168,0.19528332,-0.002232532,27.01584089,7.338425712,1.250953885,0.144045339,79.95576926,6.181210317,5.32E-06,0.000453031,233.862404,68.18242601,938.5059048,390.5200214,76.04688124,26.57150331,2.29E-05,1.20E-05,267.5,290.4,13.9,2.693099804
522,98.7063284,0,0,0.011053597,0.08707765,0.611343859,0.034422573,0.002301438,0.529052802,0.010159089,0,0.008260588,Solutionised  + Artificially peak aged,0.009609407,0.043880387,0.011015934,0.019519528,1.237580098,0.024136912,0.297575056,1.24765188,-0.000694972,-1.824017423,0.017326375,0.008002216,12.93033639,0.527025095,3.385695219,26.67344416,0.084088168,0.19528332,-0.002232532,27.01584089,7.338425712,1.250953885,0.144045339,79.95576926,6.181210317,5.32E-06,0.000453031,233.862404,68.18242601,938.5059048,390.5200214,76.04688124,26.57150331,2.29E-05,1.20E-05,271.3,281.6,14.1,2.693099804
523,98.7063284,0,0,0.011053597,0.08707765,0.611343859,0.034422573,0.002301438,0.529052802,0.010159089,0,0.008260588,Solutionised  + Artificially peak aged,0.009609407,0.043880387,0.011015934,0.019519528,1.237580098,0.024136912,0.297575056,1.24765188,-0.000694972,-1.824017423,0.017326375,0.008002216,12.93033639,0.527025095,3.385695219,26.67344416,0.084088168,0.19528332,-0.002232532,27.01584089,7.338425712,1.250953885,0.144045339,79.95576926,6.181210317,5.32E-06,0.000453031,233.862404,68.18242601,938.5059048,390.5200214,76.04688124,26.57150331,2.29E-05,1.20E-05,257,275.6,16.1,2.693099804
524,98.7063284,0,0,0.011053597,0.08707765,0.611343859,0.034422573,0.002301438,0.529052802,0.010159089,0,0.008260588,Solutionised  + Artificially peak aged,0.009609407,0.043880387,0.011015934,0.019519528,1.237580098,0.024136912,0.297575056,1.24765188,-0.000694972,-1.824017423,0.017326375,0.008002216,12.93033639,0.527025095,3.385695219,26.67344416,0.084088168,0.19528332,-0.002232532,27.01584089,7.338425712,1.250953885,0.144045339,79.95576926,6.181210317,5.32E-06,0.000453031,233.862404,68.18242601,938.5059048,390.5200214,76.04688124,26.57150331,2.29E-05,1.20E-05,128.5,202.3,25.1,2.693099804
525,98.65846281,0,0.026000665,0.021274875,0.084730346,0.750919709,0.024608324,0,0.385090821,0.028243533,0,0.020668917,Solutionised  + Artificially peak aged,0.004862161,0.039108233,0.006415099,0.018396094,1.515106904,0.023717908,0.282628394,1.247603321,-0.000727568,-2.149921198,0.018079615,0.008483369,12.91054258,0.450354581,3.381492866,26.66328377,0.097243273,0.21085282,-0.002656547,27.02515123,8.298523141,1.251586981,0.149552247,79.92897024,6.872894637,3.88E-06,0.000379897,233.8367558,69.47175431,937.829945,370.3875272,75.99392996,27.72995091,2.29E-05,1.15E-05,184,222,11,2.693485496
526,98.76719984,0,0,0.008519331,0.12117679,0.7684528,0.221719068,0,0.096378813,0,0,0.016553362,Solutionised  + Artificially peak aged,-0.003808066,0.03040144,-0.002256365,0.014533453,1.776597749,0.023364375,0.215316662,1.247550971,-0.00066749,-3.160147319,0.017414913,0.007670953,12.89673605,0.351845022,3.376455407,26.71233527,0.118605625,0.26292407,-0.003940242,27.0684715,11.35233647,1.252315981,0.153561021,79.88231612,8.387553418,9.94E-07,0.00019849,233.6451888,89.65398109,936.4736705,303.9233253,76.00083239,30.87434491,2.29E-05,9.62E-06,189,303,24.4,2.700652804
527,98.42624337,0,0.06753867,0,0.091907136,0.822462337,0.014751221,0,0.577097264,0,0,0,Solutionised  + Artificially peak aged,0.004798547,0.039113979,0.006572054,0.021095691,1.314948277,0.023952895,0.356004921,1.247637135,-0.000810643,-1.821553301,0.019499035,0.009987552,12.90509197,0.579165106,3.382921881,26.70862632,0.120208084,0.268946441,-0.003675521,27.01344203,6.63083771,1.251451806,0.147913821,79.93533599,6.440736241,5.80E-06,0.000429338,233.6214201,64.42332912,939.4672651,402.7798711,76.03315578,27.99812098,2.28E-05,1.21E-05,230,250,7,2.690621947
528,98.24186078,0,0.129850081,0,0,0.666697171,0,0,0.961591968,0,0,0,Solutionised  + Artificially peak aged,0.004995185,0.039435946,0.006771409,0.024363915,0.983856753,0.024763268,0.435045072,1.247736285,-0.000865666,-1.458330716,0.019071031,0.010300943,12.92718978,0.829070043,3.390311772,26.77182482,0.133317075,0.302791704,-0.004145405,27.0067912,5.009997388,1.250419129,0.138101256,79.97154532,6.008236882,9.64E-06,0.000523753,233.4995361,61.321689,942.2646968,461.7289545,76.13317996,24.64798227,2.28E-05,1.30E-05,296.474551,330.948336,17,2.6891481
529,98.27693582,0,0,0,0.096932834,0.623616521,0.23155271,0,0.770962115,0,0,0,Solutionised  + Artificially peak aged,0.001093445,0.035669272,0.003207593,0.022532387,0.987918751,0.02466966,0.390588948,1.247715792,-0.000889858,-1.752695645,0.018588157,0.009739999,12.9203719,0.847975646,3.387610331,26.80260423,0.120981653,0.325375,-0.004263068,27.06607069,8.844301237,1.250895329,0.136685348,79.93016705,7.207982057,7.74E-06,0.000473917,233.2006347,82.2395864,941.4205667,414.6254427,76.18470983,26.23776091,2.28E-05,1.17E-05,280,310,9,2.698008618
530,98.10061266,0,0.103942514,0.106312855,0,1.111829941,0,0,0.577302025,0,0,0,Solutionised  + Artificially peak aged,0.0029834,0.037244071,0.004880053,0.022344186,1.549547212,0.023558335,0.413840886,1.247600941,-0.000939577,-1.881929959,0.021255734,0.011839595,12.87406943,0.569641494,3.377100448,26.67660905,0.122859694,0.28979571,-0.003760807,27.0230269,7.586968854,1.25217585,0.15097938,79.91862506,5.891271234,5.80E-06,0.000391384,233.7042775,63.73086423,939.4505026,367.1240204,75.94923761,26.18815267,2.28E-05,1.18E-05,275.79028,310.264065,12,2.688747628
531,98.09188771,0,0.103954495,0.114831118,0,1.111958102,0,0,0.577368571,0,0,0,Solutionised  + Artificially peak aged,0.002912139,0.037176198,0.004824775,0.022367224,1.556595342,0.023564268,0.415144786,1.247601846,-0.000944468,-1.887830398,0.021264232,0.011861882,12.87388471,0.570036048,3.377107434,26.67819498,0.1230245,0.29138544,-0.0037761,27.02614146,7.766676071,1.252184608,0.150716522,79.91793536,5.890241742,5.80E-06,0.000390517,233.7181625,64.07899654,939.4872713,366.8489762,75.95467417,26.30687362,2.28E-05,1.17E-05,298,325.3,17.5,2.68912178
532,98.09188771,0,0.103954495,0.114831118,0,1.111958102,0,0,0.577368571,0,0,0,Solutionised  + Artificially peak aged,0.002912139,0.037176198,0.004824775,0.022367224,1.556595342,0.023564268,0.415144786,1.247601846,-0.000944468,-1.887830398,0.021264232,0.011861882,12.87388471,0.570036048,3.377107434,26.67819498,0.1230245,0.29138544,-0.0037761,27.02614146,7.766676071,1.252184608,0.150716522,79.91793536,5.890241742,5.80E-06,0.000390517,233.7181625,64.07899654,939.4872713,366.8489762,75.95467417,26.30687362,2.28E-05,1.17E-05,298,325.3,17.5,2.68912178
533,98.08752448,0,0.103960487,0.119090987,0,1.112022194,0,0,0.57740185,0,0,0,Solutionised  + Artificially peak aged,0.002875733,0.037141771,0.004797121,0.022378717,1.56008244,0.023567241,0.415795996,1.247602299,-0.000946892,-1.890732929,0.021268447,0.011872996,12.87379277,0.570233073,3.377111012,26.67898903,0.123107044,0.292180474,-0.003783755,27.02769938,7.854415148,1.252188979,0.150585726,79.9175906,5.889738193,5.80E-06,0.000390085,233.7251095,64.25123787,939.5056661,366.7129464,75.95739491,26.3656646,2.28E-05,1.17E-05,275,310,12,2.689308895
535,98.29012674,0,0.07822729,0.06400897,0.084975041,0.613627491,0.123396968,0,0.675855162,0.02832509,0,0.041457244,Solutionised  + Artificially peak aged,0.008987913,0.043472815,0.011050381,0.021589192,1.163077166,0.024536263,0.366855954,1.247700949,-0.00093198,-1.999556722,0.018317782,0.009503399,12.91788707,0.754347945,3.387207968,26.82081818,0.139212136,0.341833086,-0.004875163,27.0964196,10.58959372,1.251098138,0.134939272,79.91702862,7.61826203,6.79E-06,0.000445519,233.4405395,79.98213558,941.3990092,438.2457282,76.21997186,28.83721666,2.28E-05,1.17E-05,243.5,292.5,9.75,2.701930321
536,98.07319012,0,0,0,0,0.667934358,0.295499131,0,0.963376391,0,0,0,Solutionised  + Artificially peak aged,-0.000226244,0.03444704,0.002120477,0.024468356,0.895327382,0.024889495,0.447833137,1.247745259,-0.000951716,-1.589636202,0.018970537,0.01046885,12.91843109,1.001742186,3.387999858,26.80247993,0.115323752,0.33296512,-0.00405111,27.05690758,7.884468746,1.250668019,0.135715815,79.94231363,6.778327946,9.66E-06,0.000500937,233.0088064,82.01736447,942.389629,410.4309899,76.15417025,21.55547575,2.28E-05,1.20E-05,296.474551,337.843093,13,2.695251459
537,98.07319012,0,0,0,0,0.667934358,0.295499131,0,0.963376391,0,0,0,Solutionised  + Artificially peak aged,-0.000226244,0.03444704,0.002120477,0.024468356,0.895327382,0.024889495,0.447833137,1.247745259,-0.000951716,-1.589636202,0.018970537,0.01046885,12.91843109,1.001742186,3.387999858,26.80247993,0.115323752,0.33296512,-0.00405111,27.05690758,7.884468746,1.250668019,0.135715815,79.94231363,6.778327946,9.66E-06,0.000500937,233.0088064,82.01736447,942.389629,410.4309899,76.15417025,21.55547575,2.28E-05,1.20E-05,285,310,14,2.695251459
538,97.75452261,0,0.129734667,0,0,1.443226622,0,0,0.672516098,0,0,0,Solutionised  + Artificially peak aged,0.001675968,0.036019739,0.003950484,0.02438174,1.459288396,0.023199455,0.491394545,1.247567909,-0.001044502,-1.757032102,0.023866302,0.014583173,12.83888838,0.672817888,3.37212759,26.6620627,0.134813428,0.335585226,-0.004450697,26.98278695,4.573224507,1.252793904,0.156020331,79.90276063,5.929268544,6.75E-06,0.000388963,233.1630122,58.71179849,940.0036906,362.2420854,75.82297991,24.66802312,2.27E-05,1.20E-05,220.632224,255.106009,13,2.680057189
